"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Latin America & Caribbean (excluding high income)","LAC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","3637.81272835167","3770.32286036216","3844.58908583713","3824.72530837931","4005.94687038026","4106.21111444706","4146.85625251375","4218.94772358953","4448.48696825281","4607.10433866454","4798.59089882876","4992.52355495759","5240.09919920408","5585.79355352489","5817.37418029673","5926.092779501","6151.12288011287","6292.88053637642","6376.98583418305","6639.81399996835","6881.42378794555","6739.6169610102","6584.00405887923","6287.5440780825","6387.13850920237","6483.63188038638","6634.02421804574","6711.97718401844","6634.97050100778","6576.12161477577","6473.48318573266","6569.7808474334","6591.29820500203","6712.3524858607","6897.92440616888","6864.83977725122","6981.6463392609","7213.96959426013","7243.16360238695","7131.95903309425","7292.38743454093","7237.31141560657","7150.77413556178","7157.91070574629","7507.056031407","7732.39774473656","8045.69767984423","8400.66749012836","8637.24520400428","8374.26658310549","8778.13796217749","9059.84348807716","9200.70196352166","9352.28354642698","9342.83123106735","9241.16295689487","9100.28493713294","9183.06570344019","9238.13138174601","9228.38841099182","",
"Lao PDR","LAO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","422.959241865704","432.162177549622","440.574745996754","421.912999772349","401.578166236509","445.487049550732","462.001627182118","468.564034543179","481.304264532372","496.565836632057","523.936682973222","547.974321398575","573.547813812489","600.932234612855","613.324393314807","646.728737335868","672.875388277317","700.278330592421","730.429271297853","763.158775210105","799.41190476348","842.9118834439","900.780853320282","953.092091962223","1010.39066541789","1068.16851075414","1140.59920478703","1213.18469310894","1290.83774819673","1373.81443750225","1456.46765527935","1538.85116913062","1621.73855833524","1706.79323265232","1785.57679801882","1840.50435279444","",
"Lebanon","LBN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4310.66107063472","2442.73604396439","3006.40112209098","4310.50974043316","4767.12129466364","5003.81188879273","5159.47596435279","5297.59525730618","5761.12385464502","5745.89960879143","5899.92920538822","5783.97202728279","5716.6588512124","5715.69480633404","5641.0936718344","5549.56082043735","5685.7270540349","5677.66621150369","5691.76334485356","6211.79518348859","6778.85215270107","7397.50986083295","7761.6461905722","7453.8234750169","7179.11697006287","6978.95258625983","6753.60711583739","6487.89908167494","6411.98654337444","6370.88908198325","6214.35804955447","5792.25533023923","",
"Liberia","LBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614.312359313009","609.677179115426","617.811266028939","424.231862841808","427.21118312232","438.247567042964","457.699212126197","482.124952731092","495.679015083664","501.615734791463","513.445698620224","538.11623500132","564.520844221776","597.381389680455","586.229360784297","571.453129531788","548.268143607989","548.010538342081","541.271324140142","516.25599091284","",
"Libya","LBY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8779.89138318818","8963.66583654145","8667.56366237605","8448.12229969997","9395.76598464741","9660.94817358162","10642.8965689334","11164.8087386679","11699.3143201487","11844.9252400819","11607.1982788564","12064.7806924218","4539.00252138836","10066.5790283158","8649.8984096106","6530.85671467715","5899.89964685628","5669.73394586099","7085.81214934763","8038.57541150542","8122.17048902136","",
"St. Lucia","LCA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","3613.42383436721","3926.2822313676","4014.27969585037","3868.97380614441","4057.73704714802","4089.05241444345","4236.89935560612","4481.55011406201","4777.93324275139","5372.21996765941","5480.31605409054","6124.53761330306","6555.57970362608","7087.47298442059","7013.73586700543","7477.27314852491","7434.40113296048","7466.09348864685","7504.1879271067","7621.58575413634","7464.4147374314","7824.3697762398","7931.01605487017","7847.09328657929","7510.17787982659","7484.06231549788","7747.91127235022","8244.93379816841","8130.66007141688","8531.83692113609","8559.30018013656","8857.59735245811","8496.57647346636","8540.41437824647","8933.84619093225","8860.36963576419","8537.20640155881","8649.19621454748","8491.99346724159","8786.50931778864","9046.27422750253","9237.36851343066","9350.74809965205","",
"Latin America & Caribbean","LCN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","3692.81380326378","3827.5368503845","3902.82926236931","3895.14903200485","4071.26585875376","4170.38078532483","4229.13600683836","4302.33029628356","4526.03908678388","4690.0135067902","4876.93894531134","5076.11980812561","5309.36087669806","5630.23287056533","5849.7238091237","5928.62452804804","6151.72338470264","6304.42567831056","6406.00918267175","6679.2604774033","6929.05936703595","6803.92364302892","6627.44191238606","6323.04405444851","6426.21835489616","6523.70872601733","6679.59487556429","6768.29962478349","6706.71213741685","6669.56478038078","6569.33264583513","6674.70056807859","6722.34568781779","6853.29919331865","7045.24745053294","7034.4905776357","7164.09395345053","7412.2984380235","7460.68481499511","7359.00006226772","7527.24121543844","7487.57679280057","7408.13357710783","7425.68968932758","7795.75765882212","8026.59842175314","8346.44706940577","8702.33111465113","8938.52041902837","8671.20141374407","9076.32733749765","9367.92392333663","9523.62353750587","9684.33321191127","9679.72323502855","9590.5318800981","9458.83032686965","9536.33644681846","9597.74302875217","9590.17306799336","",
"Least developed countries: UN classification","LDC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","559.735479759963","559.073158267171","551.86670217116","548.54329915404","546.960857316832","543.075887519419","546.564358853202","552.33198772222","552.099851843905","549.371977949592","537.692319521433","531.764239122643","518.649610466136","499.495136871842","489.070511631917","505.347127038397","521.188605445028","532.027272705956","539.415365204966","548.034744076882","556.21801959635","570.760914737459","586.264267878306","602.615696131915","627.052934673694","661.183714165653","694.234222783764","734.007298315112","767.892292078984","786.100271351366","815.405772773716","827.373245815723","847.94613452184","876.1600031223","903.716469823567","914.583775686628","929.146293098592","949.241547114584","968.717856548727","988.694902784032","",
"Low income","LIC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","644.240450689193","639.828816206069","623.407634000172","609.433124423349","615.461932064436","625.468294689459","628.358878714193","622.009423378417","596.304042147235","582.112240929646","550.799617173057","532.328048180341","513.835325736138","523.616356455324","533.751086948846","543.130333044048","546.907710965971","549.789889654057","549.704813719572","561.662112834696","569.092661779897","581.629086138666","597.387290804578","620.936507939736","643.299023706851","672.500510873919","696.301833473767","711.960737814937","738.046870165594","735.186278532108","735.946655591007","758.149805190393","776.739832688928","772.838402128913","782.373046111353","790.928144073569","799.296791572348","809.621635648142","",
"Liechtenstein","LIE","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141200.380010278","","","","","","","","","","",
"Sri Lanka","LKA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","585.908397781922","594.144608237657","594.997143584641","603.854711295872","604.638078834956","619.956846341049","644.19769112527","665.584673170176","700.66746328561","711.839326523356","706.316508812935","689.653708389078","724.407659920064","738.343903626262","769.152137855524","780.184569120161","805.007962402417","835.295004151141","873.448224091714","909.324640074541","946.237096575939","970.90740054859","1003.18624715372","1039.54258679059","1076.14294411984","1107.09725385221","1110.29403799889","1121.95834359921","1132.42034061877","1189.66376817847","1229.48903959224","1269.033731093","1342.36937422317","1404.25008969366","1469.43081286744","1514.94018629128","1602.93581373209","1669.77808555787","1732.37865478839","1825.1425217173","1784.19208006351","1840.26015371354","1933.19270324969","2021.30544898445","2130.12840687652","2275.89172757243","2412.68682818023","2538.08761923669","2609.68801158959","2799.64887619972","3014.57874450509","3286.0075942939","3371.18333653065","3505.55045188616","3647.39342128753","3769.15908857863","3860.15030770564","3946.19374389424","4011.68194141576","",
"Lower middle income","LMC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","579.345998678829","578.611936791996","577.996034349162","609.022520139227","635.23221849274","633.225278213521","622.826094929363","623.271404804312","634.702978483828","669.817239223915","709.691015725072","718.722061892742","724.064025391271","738.501117281063","757.258226895516","768.563754088623","791.624979145707","818.961890726971","832.151531323603","823.468859232813","840.93155403737","836.164991218112","836.073308475153","838.557863525921","841.963727232083","854.933514606104","864.502731025505","871.676267985767","900.714624587205","918.564427932399","926.284697121296","907.952717860187","906.525281854553","890.96294660048","886.837064470266","903.925705957294","934.040783496259","947.589753250835","970.377912030317","1002.92937719545","1025.869089864","1053.53263501596","1083.60261994442","1133.59576290651","1195.44045324936","1253.54464377762","1317.9456395835","1385.4084256462","1421.04510001258","1467.04514237055","1542.73157121261","1592.29442771086","1647.9476672928","1712.73530825969","1784.94949772846","1857.51407154205","1932.96601493699","2009.25461665923","2082.90407754933","2134.99103850444","",
"Low & middle income","LMY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","983.570102987431","992.877907018054","1013.1497162254","1036.8583999965","1090.20872461073","1124.49622164792","1145.71212846084","1160.64986591235","1208.50960775563","1270.54485081812","1339.60870922782","1391.36678055809","1446.29450648574","1518.55076846268","1575.36937814942","1604.58951981765","1677.01554699392","1712.99742007668","1727.40256209667","1762.41207046489","1793.9162555855","1788.09654615357","1797.81012909328","1781.10864404053","1820.9040303799","1861.01880609896","1898.32712189083","1945.45535265892","1978.80146964545","1993.75610565931","1996.38582071518","1985.00304139275","1965.9767253385","1984.09428409451","1996.45830313292","2033.30421716896","2097.67431395614","2165.21955448121","2175.05182646165","2211.90381414022","2301.64003364979","2346.77314552656","2413.27720518458","2509.13359173694","2665.76555870516","2814.02515419061","2995.21039002784","3204.99035679997","3338.57892379861","3373.2091503638","3577.51260614321","3741.74504812728","3883.78748925686","4030.92492811639","4157.07857569974","4265.99439177019","4392.91172082131","4551.74090243548","4695.40264136912","4807.6351808888","",
"Lesotho","LSO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","261.80133696219","261.79930198071","296.294023743721","321.486890707014","341.195082149969","341.537277215012","333.113695772646","361.600386017125","352.430771685016","349.977858055443","349.597703338877","359.205491284763","350.329617312451","432.481201891974","468.184845480239","394.397093224788","425.964301677691","504.074681402708","579.121371097631","578.743009147684","547.072214066304","535.861522735799","544.888660384059","541.419372347256","557.20884069365","558.101411664758","570.943863831419","562.608605452131","598.041140739463","619.196321584432","642.298834764211","671.750428230998","702.457318133098","711.170608777237","737.869977650186","747.189950242925","774.451021778057","789.359449511541","789.671531306941","784.703631579481","809.873167372205","837.50784456268","846.026560773069","889.635387323138","910.287431895418","946.47537302225","989.573435072926","1038.97437729262","1108.88087995183","1131.06087440935","1137.27570035638","1193.27174074638","1266.65974821558","1310.8921215049","1338.85174638468","1363.93140254357","1421.73610792784","1391.93652814412","1374.64586513142","1352.5756179982","",
"Late-demographic dividend","LTE","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","944.798278967674","938.538211457952","955.759359430216","968.477540347596","1009.81709441726","1048.90616849341","1090.73024668502","1094.31039893688","1141.95323287543","1225.56871657738","1315.93781150424","1395.40621334951","1477.90756990425","1588.14371128348","1658.16124385668","1707.37868077759","1799.74336360116","1886.64745369097","1959.38607173079","2075.55572008726","2217.99160449306","2184.26418120111","2188.17767876707","2167.85882509304","2291.17098227672","2422.31459196763","2528.29853028688","2636.26828952814","2712.49948560549","2791.12376656851","2758.89154892238","2734.94822009027","2686.12668198391","2745.34666495663","2807.12412068563","2915.36063477018","3012.4486514099","3133.37788467378","3169.85271759389","3273.46817305141","3468.85444366468","3605.9202707947","3779.87701737001","3991.18138620034","4278.14682216242","4555.83381552944","4922.20745551454","5362.20349508095","5675.61042293838","5789.24456278393","6193.22803575937","6568.84907310687","6882.77817372156","7198.30084839034","7487.9580111972","7739.619763859","7986.85934372151","8323.55671691656","8689.79741100733","9019.08360792489","",
"Lithuania","LTU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5328.74946847679","5646.4003385894","6160.95837539931","6669.67974041075","6640.48740531456","6934.49338136907","7448.16735136356","8015.10898390325","8934.25903820591","9628.71910112583","10543.5479571138","11507.5041689328","12938.4911012938","13414.0118214118","11551.1069443586","11990.6630177633","13005.2060931825","13687.4595246148","14317.5381443074","14951.960809443","15398.8619054376","15988.6138728916","16908.1265005971","17742.2632333198","18609.7159346199","",
"Luxembourg","LUX","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","27085.5910045498","27867.7813617243","27902.526144045","28563.7962678035","30467.4524715962","29901.4154665261","30015.2442328176","29981.5239181354","31156.3928886315","34096.064877188","35457.2367285851","36057.4543032268","37973.1607528895","40677.8997476372","41842.22343682","38667.873371793","39452.0976363862","40001.877875714","41557.3063608216","42432.5630373774","42637.3177336477","42277.6014880836","42720.7960594049","43986.079780217","46659.4887268303","47869.4845169531","52413.0493754838","54131.9204106384","58288.7685704618","63380.4725961825","65921.9102953956","70667.2372814932","71003.6704266358","72999.7385263052","74763.8702996577","74776.8048323136","74790.0690526921","78075.5308398631","81771.4421541455","87516.4439735408","93462.9261625054","94695.3404687784","97287.5981090776","97678.4599601748","99778.4700814882","101380.774892725","104943.439300274","111968.349255848","108577.351334116","101939.612990806","104965.306078267","105264.749398459","102404.612086023","103721.748149728","105658.520745502","107638.212259786","110162.12162339","109452.960045415","110701.877200861","111062.340609832","",
"Latvia","LVA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5147.24392821914","5339.30169063138","5870.78294530385","6302.18233715323","6527.84642977777","6964.91901929665","7501.55640891006","8126.74907177147","8897.77167015205","9760.12951001604","10924.3214323305","12346.483365225","13695.8044274789","13379.983144708","11663.0135790394","11383.5224134721","12342.6018752671","13027.970711154","13472.4645859565","13745.9535199157","14414.2537705736","14891.7667683256","15512.7252672195","16263.22626834","16722.1049572786","",
"Macao SAR, China","MAC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","16452.7020328194","17423.9254056742","18134.4237229307","17520.5372874083","17929.0620881966","19654.7749470859","20358.0898320142","20609.4415225901","21540.3826240424","21708.5973600079","24006.0141488727","24713.1099646972","25245.7684431295","25556.1674139429","24940.515559022","24376.3600378029","22792.9141610106","21788.8473818537","22534.8335588191","22648.1093203339","24076.1584009777","26219.0461054444","32428.464523105","34224.803232391","37922.2749860571","42479.6317128333","43006.8305155031","42651.1851257065","52253.1553117325","62122.0181328047","66271.4690733933","71992.1516514218","69580.5624722557","53478.7900860778","52163.1880540344","56423.2850551249","58641.6276638714","55110.5139504132","",
"St. Martin (French part)","MAF","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","815.385869059634","875.342926715598","939.434360904669","995.05558270536","1019.25244503847","1053.65237276718","1057.24917012311","1072.58789481063","1109.00160899211","1166.94091544321","1263.88696674158","1309.19140192789","1306.47201566402","1336.04428081072","1351.20645350856","1295.49542205063","1377.41792640078","1363.26531972139","1417.28028300334","1469.19855294405","1571.63602369373","1535.13839765685","1684.40881508868","1699.95537660126","1725.70902219473","1816.8360811585","1747.29830210906","1704.69698509457","1854.4725463792","1727.31137058417","1913.10870491196","1857.72878807582","1966.51339678091","1962.99330768288","1976.0908319556","2095.17395771105","2134.84989789726","2235.41867848331","2315.18666207394","2363.44467623096","2512.86241117781","2571.2644401938","2691.26781170261","2771.04675450926","2839.92516805933","2948.84548976845","2995.45235738661","3087.12349650562","3125.07948072635","3222.05417836739","3212.81539531051","3305.41921976678","3361.22378892073","3396.05936346253","",
"Monaco","MCO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","85789.0193430555","89372.1787500019","92243.2122387012","96728.1528514426","99440.9896083905","97059.0931837485","100046.623409816","102457.479862103","105373.168515945","107828.314794785","108206.730433919","107528.257641177","108289.894252327","107750.835457279","107766.347486886","108383.635307737","110242.461809073","112489.586221717","117416.975998625","121988.629215937","124647.632602784","125130.84458503","125808.877142776","123497.102646127","125034.666259647","126513.765407022","126767.535110898","128422.788629081","131759.200098503","134876.996223619","138830.00948748","140455.993990884","140444.446818832","140485.865733672","142465.4152016","143694.466688517","150491.379888968","170534.698335385","169963.631621314","149242.716068066","150725.194124207","159431.473630687","159100.193449311","172289.886376418","182611.363747336","189548.144274363","194368.405486506","186185.105236886","196061.416844238","","",
"Moldova","MDA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1623.89235810596","1531.51898351203","1562.51229447094","1460.87946146797","1413.89172961792","1446.63150455853","1538.31223712353","1662.14535400535","1776.84322525924","1913.05768519828","2061.54713830899","2166.51459506283","2236.68686548507","2415.74296711919","2273.66666286975","2437.52997842423","2580.84130958529","2565.95767279263","2798.76917555574","2940.48900227714","2953.7226560529","3119.56297970171","3321.62208017648","3527.37419357356","3720.2272129762","",
"Madagascar","MDG","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","818.823766416445","815.731357750206","814.160989307588","786.920644206919","797.909432713269","774.467628544423","770.506899537678","792.363195840154","824.620813611309","832.934399280422","853.63146871858","863.340451122623","829.191230855235","785.320308072614","778.926256761469","766.784153420541","722.463892660735","718.764874092116","679.906347155938","725.792186055468","711.954232846651","623.944313519578","594.670588110935","582.967434088948","576.4529448194","566.742429615396","561.740905336051","552.560936858539","555.493180029207","561.903261361177","562.99864693948","512.291863430219","503.234608740097","498.636962450045","483.509056617925","476.708806291144","472.011206534613","474.259064502795","477.496175521278","484.437746881044","490.485547506474","504.021876250009","428.206068518662","456.120757957718","465.972052523311","473.924876101465","485.129339617983","498.232913656454","516.709644631634","482.338427117163","471.959197029823","466.349175296974","467.435789903935","465.388777361247","468.113034575027","469.942367089597","475.745493540366","481.383147878006","490.097332875823","500.401970795678","",
"Maldives","MDV","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4599.63773117231","4864.55815797119","5179.96725347503","5472.50832494314","5702.72826638099","5797.6042557965","5434.59971233766","5673.45686156493","6272.3939041638","6467.48160190977","5471.70158271906","6734.42699467904","7087.65368738208","7572.79543550442","6827.64870626618","7076.66242320238","7384.8492111405","7251.67627055564","7436.06179246294","7624.76737285876","7501.54519042946","7631.41655651699","7837.38662570682","8157.41335146456","8476.56400867767","",
"Middle East & North Africa","MEA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","3433.64891135218","3726.61293905714","4294.99360950741","4692.40209502141","5309.65317107524","5780.69076460661","6182.16327828122","5864.82382856709","6565.1789670919","6587.33726650638","6087.42554857027","6180.1046430822","5925.38944287637","5824.67670241696","5524.80786975369","5200.94853882834","4971.17064976015","4779.60402227258","4674.51595266102","4540.34489969768","4543.67868843147","4541.7027640207","4960.4794269365","5033.77584035938","5178.88210587997","5200.18895660255","5218.52278954892","5247.29669294463","5383.35608687705","5456.11269262713","5597.09274350529","5587.79314483919","5799.52321875062","5759.75884836353","5743.09795062305","5944.86667579744","6298.65310160092","6486.55608994359","6737.33281664692","6936.1528369735","7093.8783401239","6977.41115669005","7172.64341832774","7290.05225221815","7422.40731255867","7480.74351005138","7554.62054407463","7594.92799014133","7833.17020984808","7816.87860135923","7756.83774771526","7660.25845473292","",
"Mexico","MEX","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","3907.49380113654","3977.12742979403","4035.33436567156","4229.16135167127","4587.85325201625","4762.9471904894","4898.34118637215","5026.51319176675","5332.58044731099","5347.78407225182","5524.27238582022","5561.1818705781","5841.22234055225","6117.58915336607","6287.63486339258","6465.76905274415","6571.2311203849","6618.13903940076","7029.24077076204","7520.98161093569","8016.88474447579","8494.01210071257","8253.44620942393","7784.85918968501","7872.45769659001","7872.01771604417","7470.79268275293","7445.85369014963","7393.10828092979","7548.97667178617","7790.79967323083","7970.14439521028","8104.29107732218","8117.08981623174","8373.51352854789","7717.72153127439","8109.19869834692","8530.35508532051","8835.87554348669","8946.13287719935","9253.96804618644","9088.05331877876","8960.55408647202","8967.02919031783","9190.74159228825","9270.65654228665","9547.33357068323","9622.04795699136","9587.63633933012","8947.74147387305","9271.39823324639","9477.88718509023","9690.86906453233","9693.72296894468","9843.39843934212","10042.1389566471","10183.0330749055","10277.8835173506","10385.8326568791","10267.500171933","",
"Marshall Islands","MHL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","2263.74575480207","2270.93364099779","2505.74719322308","2483.86930449729","2220.56746416959","2636.38896192644","2749.11730020775","2834.85764935301","2681.25365859981","2668.50598402837","2608.3334434109","2746.86512161176","2877.60584894562","3023.44405618107","3256.07459844154","2916.21041055973","2732.72994273492","2715.39834636973","2677.75318184774","2696.36531705593","2842.94686320195","2895.92633867092","2791.2496941297","2764.98737464431","2788.13793748739","2781.14904540023","2843.68058543498","2645.83803896903","2680.41238268682","2876.994996984","2846.90704615602","2770.31073689698","2862.14810944611","2823.29482292139","2855.23846403751","2877.71717110534","2977.79656642921","3066.98104378652","","",
"Middle income","MIC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1013.12983607424","1025.02800868777","1044.24092396621","1069.63025187898","1127.17606631719","1163.34448147257","1185.88412125308","1202.24231337642","1252.96844768809","1318.22089013341","1391.68411797571","1446.20237078333","1505.65963859978","1582.68381348026","1642.59133302614","1674.23937928934","1751.41770250532","1789.94571356014","1806.83682070311","1844.94251440395","1879.10623445582","1873.67479532083","1885.02072272162","1867.78205916821","1911.74304292703","1955.99576361118","1996.17183368159","2046.69923423832","2083.01767766727","2100.36235518532","2105.58331234531","2095.4897723493","2078.34614016073","2100.48749440252","2116.53872386832","2157.30558122836","2227.71326813569","2301.67643542093","2313.86587454236","2355.44824178604","2454.65065453133","2505.19252730734","2579.44892161442","2685.53464078966","2857.84658955996","3020.97476296845","3220.58182365135","3451.50889193717","3600.07855953909","3641.09094618851","3867.48505422861","4052.61126387586","4213.38793088776","4378.33550357761","4520.8968588994","4646.89268511704","4792.13273218123","4973.38858748277","5138.69631192794","5269.78652898996","",
"North Macedonia","MKD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3853.89786345872","3621.39088690657","3391.53929560656","3145.5410606893","3093.86279083303","3056.98515018825","3083.58774731824","3112.10526891155","3197.33328701845","3315.73591656127","3448.81293076615","3329.89967000978","3369.5985810851","3436.94622646518","3591.25761924947","3755.02475748327","3942.45237464873","4193.00226998039","4418.40669877812","4398.88900268547","4542.89971678317","4645.28160135539","4620.0980137467","4751.15006643681","4919.52782844775","5105.40223505595","5247.23873001555","5300.81493522933","5452.01942677311","5625.13107315736","",
"Mali","MLI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","340.935035699823","349.013277887928","345.010517814756","360.789552718171","364.212439211064","379.042626841559","367.035427140082","355.058598658385","389.368516904757","434.738233029258","454.379950183453","439.942511971528","476.928215258313","447.69102992253","445.362709300238","403.907604259725","402.732059195006","393.764260516641","465.358432364662","470.619305917714","463.589888166168","491.18863037449","503.973944279217","482.46568975338","527.544035492967","498.172239094621","500.579201461033","505.715647661961","497.021378020573","518.464511766166","529.674816827956","555.140724282067","571.220485087164","555.044548712378","621.916031679078","622.175338492647","658.185934150514","647.573012432525","667.941990950178","676.428574018533","677.082109037417","686.172723660729","696.078053573472","710.274202175837","711.112812277099","684.646661819937","680.333785639303","707.695626730014","729.633626101458","749.693237303723","766.142358238521","778.727885828542","791.646128746768","",
"Malta","MLT","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","3726.64453338161","3817.46547888411","4043.68127496604","4214.82179564895","4640.97122317697","5508.14861219622","6412.76025673099","7166.07258273427","7883.40081695307","8622.58732587751","9134.16974165119","9367.53457536711","9378.1982711844","9190.31404742434","9274.98465542831","9349.0780579552","9551.37300683814","9875.74380462947","10619.1657974301","11376.4515934159","11974.465890159","12385.3129761819","12833.2216927099","13274.9971678471","13894.6201991544","14673.2347127168","15127.8472877925","15803.0650829371","16505.4429539366","17182.325882208","18227.6056081419","17878.6929232109","18201.1307990733","18818.4740326971","18718.7270006839","19229.1276178401","19640.1194505604","20506.2359794425","21152.7976592034","20755.8802971967","21799.1743893474","21808.3891867773","22503.1318750034","23403.888310292","24692.430533211","26426.6817711982","26833.7949006339","28201.5227071065","28644.0595554038","28975.7128709527","",
"Myanmar","MMR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","153.343932896455","150.774494571746","153.575852177743","170.32089129365","156.771105634213","169.660079191846","157.757112250506","144.986311732891","158.691177732045","160.095751657391","164.164723684397","166.996618810847","167.134492383317","161.734491471988","166.500929830023","169.491381242148","175.759310735822","182.078719290427","189.670168425197","195.16937199703","206.090045337665","214.475095700753","221.69079895722","226.621320000451","233.012669120254","235.014087531926","228.194487023319","215.12992689705","187.466072171568","191.311495992307","193.827456106757","190.015093907114","205.858769393366","215.806099082897","229.305949849595","242.343701319656","254.762024745734","265.722762547382","277.708842496047","304.302544223668","342.141262631951","376.87666314893","417.975777499119","471.42543031664","530.791337372722","598.067487858928","671.454940189372","747.11625115708","818.651189440208","899.242644243959","979.051630004942","1025.8922978384","1092.05650932938","1174.05408699753","1257.4836156234","1335.20387198505","1402.2765496388","1482.6626633658","1573.14770255708","1608.48619521276","",
"Middle East & North Africa (excluding high income)","MNA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1962.40527005741","2050.88567008691","2187.04163614185","2383.08181955771","2616.14739682145","2790.42748881374","2969.70468071886","3295.08494317978","3437.74609523086","3573.29659767038","3498.67719447108","3929.60205108881","3783.44426857245","3445.4666083205","3248.30885494255","2777.21770581793","2675.30162487856","3001.79148084442","3042.19044634139","2896.30445454085","2897.20643021817","2728.76822307084","2697.94957043611","2603.23020875967","2601.65735403645","2835.60808551841","2725.78105446073","2783.74035617491","2795.55554137076","2773.63931791188","2784.93682763284","2895.3545986641","2932.71152198689","3075.14004590479","3148.93562235802","3230.83892336747","3245.11468756315","3295.18444237884","3328.49010695211","3535.82395098273","3632.81175071567","3766.64865515765","3926.67956655347","3994.7276302706","4024.86168658784","4161.33539461106","4048.8097156781","4087.48834446171","4083.24131625282","4095.7714246629","4054.4063161644","4297.71135491555","4348.98776311014","4260.69435748699","4173.58423390929","",
"Montenegro","MNE","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5018.63496390414","5280.64540703996","4797.37794914237","4954.68969463624","4989.06886913218","5063.72381497727","5168.7664070845","5387.9818882692","5604.93446749702","6077.51762714783","6482.44660882261","6938.33285322175","6522.24265023766","6688.31859841187","6896.99701404156","6703.49364082213","6934.62785092961","7051.47684590315","7286.45969413403","7499.62439838152","7852.46012035895","8253.13710008673","8589.6994428029","",
