sitc3d	color	prodname	x	y	pci	eigvec_3rd
793	#9edae5	793 - Ships, boats (including hovercraft) and floating struc tures	-85.30676	-1.6971669	0.03745182467834569	0.017372282709908385
812	#5493c9	812 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s.	-172.95518	-15.811148	0.08542273432731423	-0.004921263452434845
821	#5493c9	821 - Furniture and parts thereof	16.347076	-6.7510643	0.05920894914250896	0.007602998404822236
831	#5493c9	831 - Travel goods (e.g., trunks, suit-cases, hat-boxes, travelllng-bags, rucksacks), shopping bags, handbags, satchels, brief-cases, wallets, purses, toilet-cases, tool-cases, tobacco poaches, sheaths, cases, boxes (e.g. for arms, musical instruments,  binoculars, jewellery, bottles, collars, footwear, brushes) and similar containers, of leather, or of composition leather, of vulcanized fibre, of artificial plastic sheeting, of paperboard or of textile fabric	-42.10965	104.829704	0.0644300449710269	0.007298983873665564
842	#5493c9	842 - Outer garments, men's and boys of textile fabrics (other than knitted or crocheted goods)	77.09018	133.74352	0.04804014424674447	0.01987419772429855
843	#5493c9	843 - Outer garments, women's, girls' and infants', of textile fabrics (other than knitted or crocheted goods)	70.78739	171.38704	0.04804014424674447	0.01987419772429855
844	#5493c9	844 - Under garments of textile fabrics (other than knitted or crocheted)	103.33518	96.7029	0.04804014424674447	0.01987419772429855
845	#5493c9	845 - Outer garments and other articles, knitted or crocheted, not elastic nor rubberized	30.547842	111.87025	0.059318474756804795	0.01834388037530658
846	#5493c9	846 - Under garments, knitted or crocheted	17.995869	167.35666	0.057489375654722945	0.020286592039372792
847	#5493c9	847 - Clothing accessories, of textile fabrics, n.e.s.	-19.190212	160.98775	0.06084533400580738	0.018892019486620913
848	#5493c9	848 - Articles of apparml and clothing accessories, of leather or of composition leather	65.99077	98.08354	0.043058082030977364	0.02797301994311204
851	#5493c9	851 - Footwear	43.774605	145.17996	0.030845969212141965	0.027529843839346018
871	#5493c9	871 - Optical instruments and apparatus	-114.58864	-88.99716	0.07431534860587391	-0.00483950586609186
872	#5493c9	872 - Medical instruments and appliances, n.e.s.	-417.42252	-152.20163	0.07656853877882869	-0.011602465317228167
873	#5493c9	873 - Meters and counters, n.e.s.	-424.69003	-76.377846	0.10354373688225302	-0.013710058986258463
874	#5493c9	874 - Measuring, checking, analysing and controlling instruments and apparatus, n.e.s.; parts and accessories, n.e.s. of the  instruments end apparatus of groups 873 and 874	-437.20386	-43.0137	0.1061455864116223	-0.02009412946456719
881	#5493c9	881 - Photographic apparatus and equipment, n.e.s.	-244.33623	-217.27692	0.09834419963812592	0.0004965343242419523
882	#5493c9	882 - Photographic and cinematographic supplies	-346.65454	-179.3042	0.09136695100440821	-0.01870437169302531
883	#5493c9	883 - Cinematograph film, exposed and developed, whether or not incorporating sound track or consisting only of sound track, negative or positive	73.47491	27.244448	-0.003028762088381026	-0.010893264492311285
884	#5493c9	884 - Optical goods n.e.s.	-281.17508	-220.34904	0.10103239730916146	-0.0011775927439542726
885	#5493c9	885 - Watches and clocks	-446.53558	-285.8259	0.08435565672381612	-0.009726142081112148
892	#5493c9	892 - Printed matter	-39.919964	36.974022	0.06481809563751169	-0.013643929665293493
893	#5493c9	893 - Articles, n.e.s. of materials of the kinds described in division 58	-167.7031	22.486511	0.08818877327752714	0.00019420940407440153
894	#5493c9	894 - Baby carriages, toys, games and sporting goods	-145.0127	50.73136	0.06312420328593285	0.019631459846206782
895	#5493c9	895 - Office and stationary supplies, n.e.s.	-78.65487	108.311035	0.07215853378020391	-0.0018536317705113458
896	#5493c9	896 - Works of art, collectors' pieces and antiques	170.30807	191.77176	0.018777099497333385	-0.014420512358128827
897	#5493c9	897 - Jewellery, goldsmiths' and silversmiths' wares, and other articles of precious or semi-preclous materials, n.e.s.	-99.56373	78.423935	0.08294043395879139	-0.008778782472237031
898	#5493c9	898 - Musical instruments and parts and accessories thereof (including phonograph records and the like)	-247.00536	-153.83557	0.06764914734310248	0.0011932622100111825
899	#5493c9	899 - Other miscellaneous manufactured articles, n.e.s.	-48.359905	139.49509	0.06572783525661043	-0.017170829069435053
941	#9c9a87	941 - Animals, live, n.e.s., (including zoo animals, pets, insects, etc)	601.02216	298.21478	-0.04963042137218597	0.03975998202085962
951	#9c9a87	951 - Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s.	-417.0132	-116.13221	0.10282524186122238	-0.013574974033471847
961	#9c9a87	961 - Coin (other than gold coin), not being legal tender	-118.27372	358.804	-0.048125673694190844	-0.14820712336619518
